id_oferta,titulo,empresa,ubicacion,fecha_publicacion,fecha_relativa,tipo_contrato,salario,descripcion,url,detalle_disponible,fuente,termino_busqueda,fecha_extraccion_utc,habilidades_requeridas,nivel_experiencia,distrito,departamento,cantidad_habilidades
AB93E3EC221EBFA9,Cajero Bancario /Mibanco Arequipa Cercado,MANPOWER PERU S.A.C.,"Arequipa, Perú",2026-06-23,Hace 5 horas,FULL_TIME,,"¡Únete a una gran oportunidad en el mundo de las microfinanzas! En Manpower Perú estamos en la búsqueda del mejor talento para un nuevo reto como Representante de Banca de Servicios II (Caja) para la AGENCIA AREQUIPA CERCADO de MIBANCO, la entidad líder en microfinanzas en Latinoamérica y miembro del prestigioso Grupo Credicorp con más de 300 agencias a nivel nacional. Requisitos: - Estudiantes del III ciclo en adelante técnico y/o universitario en carreras como Administración, Ingeniería Industrial, Economía, Contabilidad, ¡y más! - Experiencia mínima de 6 meses en Atención al cliente, ventas, comercial, caja en entidades retail, financieras (bancos, financieras o cajas). · Funciones: - Realizarás el depósito de efectivo en la bóveda del banco. - Realizarás transacciones de cambios de divisas, transferencias de dinero, pago de servicios, entre otros. - Realizarás manejo de caja y cuadre de efectivo diario realizando el conteo y la oportuna detección de billetes y monedas falsas. - Gestionar la atención al cliente. · Beneficios: - Contrato a plazo indeterminado - Crecimiento y línea de carrera en la entidad de microfinanzas más grande de Latinoamérica - Ingreso a planilla desde el primer día con beneficios de ley - Sistema remunerativo atractivo: S/1370 Básico + S/ 125 Riesgo de caja + Bonos - Cobertura del 70% de EPS - Descuentos Credicorp en establecimientos de bienestar, familia, educación y más - Programas de capacitación continua · En Manpower Perú, promovemos un entorno laboral inclusivo, donde todas las personas son bienvenidas sin distinción alguna. ¡Únete a nosotros y forma parte de una institución que transforma vidas a través de las microfinanzas!. -Requerimientos- Educación mínima: Técnico años de experiencia Palabras clave: cashier, cajero, banker, bancario, banking, banquero",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-bancario-mibanco-arequipa-cercado-en-arequipa-3EFC5EBDD0D5169961373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente,No especificado,Arequipa,Perú,3
CFC3321ABF2C290B,Reponedores/as Full time/Part time y Cajeros/as Full time/Part time Makro Surco Viejo,Grupo Intercorp,"Surco, Lima, Perú",2026-06-25,Hace 5 horas,FULL_TIME,PEN 1130 MONTH,"En Makro, somos los cap@s en la venta y el mejor aliado para el éxito de los emprendedores peruanos. Estamos enfocados en la venta, servicio y procesos, para ofrecer siempre las mejores soluciones y convertirnos en el aliado estratégico de miles de negocios en todo el país. Como parte del Grupo Intercorp, contamos con el respaldo, la innovación y la visión de una de las corporaciones más importantes del Perú. Aquí, creces tú, crece tu equipo, y crece tu impacto. Súmate a un equipo que inspira, transforma y lidera. Reponedores/as Full Time/ Part time en Makro Surco ¿Cuál será tu desafío? Cumplir con los estándares de calidad y brindar un buen servicio al cliente. ¿Cómo lo lograrás? 1.-Reposición, almacenamiento y organización de productos en almacenes, góndolas, mostradores, islas y vitrinas manteniendo el stock de las mismas. 2.-Mantener actualizados los precios y promociones de cada producto. 3.-Brindar una adecuada atención al cliente. 4.-Apoyo en actividades afines asignadas por su jefe inmediato. · Cajeros Part time / Full time Makro Independencia ¿Cómo lo lograrás? 1.- Realizar el protocolo de atención en tienda (saludo, preguntar si es boleta o factura, cobro con medio de pago autorizado tarjeta oh, agora o efectivo y despedida). 2.- Cumplir con los indicadores del área (faltantes, control final y notas de crédito). 3.- Realizar el correcto cobro por el medio de pago que el cliente brinda, validando los mismos. 4.- Realizar el cierre de caja al termino de su turno teniendo en cuenta que deben enviar sus valores, voucher, notas de crédito, registro de su fondo. para que al día siguiente tesorería realice el cuadre respectivo. 5.- Realizar un adecuado manejo de los productos en la banda transportadora, explicándole al cliente que estos serán los únicos a pasar en banda y los grandes en coche. · ¿Qué necesitamos de ti? -Ser mayor de 18 años. -Con experiencia. -Disponibilidad de trabajar en horario de medio tiempo y tiempo completo (ROTATIVO). · ¿Qué te ofrecemos? -Bonos de puntualidad y desempeño. -Oportunidad de línea de carrera. -Capacitaciones constantes. -Beneficios y descuentos por pertenecer al Club Intercorp. -Pertenecer a una de las mejores empresas para trabajar en el Perú. · Makro Supermayorista fomenta y respeta la equidad de género, inclusión y diversidad en sus procesos de atracción del talento y crecimiento. Recuerda utilizar nuestros canales de reclutamiento oficiales y que participar en el proceso de selección no tiene costo. En Intercorp nos comprometemos con la igualdad de oportunidades. Todos los/las postulantes serán considerados sin importar su origen étnico, sexo, edad, estado civil, orientación sexual, religión, capacidades diferentes, nacionalidad o condición económica.-Requerimientos- Educación mínima: Educación Secundaria años de experiencia Edad: A partir de 18 años",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-reponedoresas-full-timepart-time-y-cajerosas-full-timepart-time-makro-surco-viejo-en-surco-C6B890BD8E84EFCF61373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Atención al cliente | Organización,Liderazgo / Senior,Surco,Lima,2
CFC3321ABF2C290B,Reponedores/as Full time/Part time y Cajeros/as Full time/Part time Makro Chorrillos,Grupo Intercorp,"Chorrillos, Lima, Perú",2026-06-25,Hace 5 horas,FULL_TIME,PEN 1130 MONTH,"En Makro, somos los cap@s en la venta y el mejor aliado para el éxito de los emprendedores peruanos. Estamos enfocados en la venta, servicio y procesos, para ofrecer siempre las mejores soluciones y convertirnos en el aliado estratégico de miles de negocios en todo el país. Como parte del Grupo Intercorp, contamos con el respaldo, la innovación y la visión de una de las corporaciones más importantes del Perú. Aquí, creces tú, crece tu equipo, y crece tu impacto. Súmate a un equipo que inspira, transforma y lidera. Reponedores/as Full Time/ Part time en Makro Chorrillos ¿Cuál será tu desafío? Cumplir con los estándares de calidad y brindar un buen servicio al cliente. ¿Cómo lo lograrás? 1.-Reposición, almacenamiento y organización de productos en almacenes, góndolas, mostradores, islas y vitrinas manteniendo el stock de las mismas. 2.-Mantener actualizados los precios y promociones de cada producto. 3.-Brindar una adecuada atención al cliente. 4.-Apoyo en actividades afines asignadas por su jefe inmediato. · Cajeros Part time / Full time Makro Independencia ¿Cómo lo lograrás? 1.- Realizar el protocolo de atención en tienda (saludo, preguntar si es boleta o factura, cobro con medio de pago autorizado tarjeta oh, agora o efectivo y despedida). 2.- Cumplir con los indicadores del área (faltantes, control final y notas de crédito). 3.- Realizar el correcto cobro por el medio de pago que el cliente brinda, validando los mismos. 4.- Realizar el cierre de caja al termino de su turno teniendo en cuenta que deben enviar sus valores, voucher, notas de crédito, registro de su fondo. para que al día siguiente tesorería realice el cuadre respectivo. 5.- Realizar un adecuado manejo de los productos en la banda transportadora, explicándole al cliente que estos serán los únicos a pasar en banda y los grandes en coche. · ¿Qué necesitamos de ti? -Ser mayor de 18 años. -Con experiencia. -Disponibilidad de trabajar en horario de medio tiempo y tiempo completo (ROTATIVO). · ¿Qué te ofrecemos? -Bonos de puntualidad y desempeño. -Oportunidad de línea de carrera. -Capacitaciones constantes. -Beneficios y descuentos por pertenecer al Club Intercorp. -Pertenecer a una de las mejores empresas para trabajar en el Perú. · Makro Supermayorista fomenta y respeta la equidad de género, inclusión y diversidad en sus procesos de atracción del talento y crecimiento. Recuerda utilizar nuestros canales de reclutamiento oficiales y que participar en el proceso de selección no tiene costo. En Intercorp nos comprometemos con la igualdad de oportunidades. Todos los/las postulantes serán considerados sin importar su origen étnico, sexo, edad, estado civil, orientación sexual, religión, capacidades diferentes, nacionalidad o condición económica.-Requerimientos- Educación mínima: Educación Secundaria años de experiencia Edad: A partir de 18 años",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-reponedoresas-full-timepart-time-y-cajerosas-full-timepart-time-makro-chorrillos-en-chorrillos-ED3EEC0AA6A9CC4361373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Atención al cliente | Organización,Liderazgo / Senior,Chorrillos,Lima,2
AB93E3EC221EBFA9,Cajero bancario BCP Agencia Barranca,MANPOWER PERU S.A.C.,"Barranca, Lima, Perú",2026-06-24,Hace 6 horas,FULL_TIME,,"En Manpower, junto a nuestro socio estratégico BCP, estamos en la búsqueda de Promotor de Servicios que quiera marcar la diferencia. Si eres una persona comprometida, orientada al cliente y con ganas de crecer profesionalmente, ¡queremos conocerte! Atrévete a asumir nuevos desafíos y sé parte de un equipo que genera impacto. ¿Cuál es el reto? Brinda atención cordial y eficiente, identifica necesidades y promueve los productos y servicios del banco, generando confianza y fidelización. ¿Cómo impactarás en grande? Atender de forma cordial y eficiente, identificando necesidades del cliente y promoviendo productos y servicios del banco. Declararse en el terminal y generar el vale para el recojo de efectivo, gestionando la firma del Supervisor de Agencia. Retirar, contar y verificar el efectivo asignado desde bóveda, asegurando la exactitud antes de iniciar operaciones Preparar y mantener los materiales y herramientas de trabajo (sellos, formularios, terminal activa), garantizando una atención continua y de calidad al público. ¿Qué necesitamos de ti? Estudiantes técnicos y/o universitarios (truncos o concluidos), en carreras afines como Economía, Ingeniería Industrial, Ingeniería de Sistemas, Administración, Comunicaciones y Contabilidad. Experiencia mínima de 6 meses en atención al cliente y/o ventas Manejo de Office a nivel usuario. ¿Por qué unirte a nuestro equipo? Ingreso a planilla completa desde el primer día. Accede a incentivos por tu esfuerzo/desempeño. Acceso a descuentos en productos financieros. Beneficios corporativos exclusivos por provincia para disfrutar con tu familia. Formarás parte de una cultura constante de reconocimientos. Sí, a ti. Te estamos buscando ¡Únete al equipo BCP! Somos una organización comprometida con la igualdad de derechos y oportunidades. Nuestros procesos de selección se rigen bajo una política donde nuestras/os postulantes son consideradas/os sin importar su origen, género, raza o cualquier otra característica, condición o preferencia, promoviendo así una cultura de respeto mutuo.-Requerimientos- Educación mínima: Universitario años de experiencia Edad: entre 18 y 28 años Palabras clave: cashier, cajero, banker, bancario, banking, banquero",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-bancario-bcp-agencia-barranca-en-barranca-08467D75093A0A0461373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Organización,Liderazgo / Senior,Barranca,Lima,4
AB93E3EC221EBFA9,Trabaja en el BCP como Cajero Tarapoto (Planilla BCP +Sueldo + Bono + Movilidad),MANPOWER PERU S.A.C.,"Tarapoto, San Martin, Perú",2026-06-24,Hace 6 horas,FULL_TIME,,"En Manpower, junto a nuestro socio estratégico BCP, estamos en la búsqueda de Promotor de Servicios que quiera marcar la diferencia. Si eres una persona comprometida, orientada al cliente y con ganas de crecer profesionalmente, ¡queremos conocerte! Atrévete a asumir nuevos desafíos y sé parte de un equipo que genera impacto. ¿Cuál es el reto? Brinda atención cordial y eficiente, identifica necesidades y promueve los productos y servicios del banco, generando confianza y fidelización. ¿Cómo impactarás en grande? Atender de forma cordial y eficiente, identificando necesidades del cliente y promoviendo productos y servicios del banco. Declararse en el terminal y generar el vale para el recojo de efectivo, gestionando la firma del Supervisor de Agencia. Retirar, contar y verificar el efectivo asignado desde bóveda, asegurando la exactitud antes de iniciar operaciones Preparar y mantener los materiales y herramientas de trabajo (sellos, formularios, terminal activa), garantizando una atención continua y de calidad al público. ¿Qué necesitamos de ti? Estudiantes técnicos y/o universitarios (truncos o concluidos), en carreras afines como Economía, Ingeniería Industrial, Ingeniería de Sistemas, Administración, Comunicaciones y Contabilidad. Experiencia mínima de 6 meses en atención al cliente y/o ventas Manejo de Office a nivel usuario. ¿Por qué unirte a nuestro equipo? Ingreso a planilla completa desde el primer día. Accede a incentivos por tu esfuerzo/desempeño. Acceso a descuentos en productos financieros. Beneficios corporativos exclusivos por provincia para disfrutar con tu familia. Formarás parte de una cultura constante de reconocimientos. Sí, a ti. Te estamos buscando ¡Únete al equipo BCP! Somos una organización comprometida con la igualdad de derechos y oportunidades. Nuestros procesos de selección se rigen bajo una política donde nuestras/os postulantes son consideradas/os sin importar su origen, género, raza o cualquier otra característica, condición o preferencia, promoviendo así una cultura de respeto mutuo.-Requerimientos- Educación mínima: Universitario años de experiencia Palabras clave: cashier, cajero, nominas, sueldo, paga, retribucion, salary, payslip, payroll, wage, pay, payment, nominista",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-en-el-bcp-como-cajero-tarapoto-planilla-bcp-sueldo-bono-movilidad-en-tarapoto-4933081A0174B96261373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Organización,No especificado,Tarapoto,San Martin,4
AB93E3EC221EBFA9,Cajero bancario comercial BCP Agencia Sullana,MANPOWER PERU S.A.C.,"Sullana, Piura, Perú",2026-06-24,Hace 6 horas,FULL_TIME,,"En Manpower, junto a nuestro socio estratégico BCP, estamos en la búsqueda de Promotor de Servicios que quiera marcar la diferencia. Si eres una persona comprometida, orientada al cliente y con ganas de crecer profesionalmente, ¡queremos conocerte! Atrévete a asumir nuevos desafíos y sé parte de un equipo que genera impacto. ¿Cuál es el reto? Brinda atención cordial y eficiente, identifica necesidades y promueve los productos y servicios del banco, generando confianza y fidelización. ¿Cómo impactarás en grande? Atender de forma cordial y eficiente, identificando necesidades del cliente y promoviendo productos y servicios del banco. Declararse en el terminal y generar el vale para el recojo de efectivo, gestionando la firma del Supervisor de Agencia. Retirar, contar y verificar el efectivo asignado desde bóveda, asegurando la exactitud antes de iniciar operaciones Preparar y mantener los materiales y herramientas de trabajo (sellos, formularios, terminal activa), garantizando una atención continua y de calidad al público. ¿Qué necesitamos de ti? Estudiantes técnicos y/o universitarios (truncos o concluidos), en carreras afines como Economía, Ingeniería Industrial, Ingeniería de Sistemas, Administración, Comunicaciones y Contabilidad. Experiencia mínima de 6 meses en atención al cliente y/o ventas Manejo de Office a nivel usuario. ¿Por qué unirte a nuestro equipo? Ingreso a planilla completa desde el primer día. Accede a incentivos por tu esfuerzo/desempeño. Acceso a descuentos en productos financieros. Beneficios corporativos exclusivos por provincia para disfrutar con tu familia. Formarás parte de una cultura constante de reconocimientos. Sí, a ti. Te estamos buscando ¡Únete al equipo BCP! Somos una organización comprometida con la igualdad de derechos y oportunidades. Nuestros procesos de selección se rigen bajo una política donde nuestras/os postulantes son consideradas/os sin importar su origen, género, raza o cualquier otra característica, condición o preferencia, promoviendo así una cultura de respeto mutuo.-Requerimientos- Educación mínima: Universitario años de experiencia Edad: entre 18 y 28 años Palabras clave: cashier, cajero, banker, bancario, banking, banquero, salesman, saleswoman, seller, vendedor, comercial, salesperson",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-bancario-comercial-bcp-agencia-sullana-en-sullana-11ED1152B706CE2261373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Organización,Liderazgo / Senior,Sullana,Piura,4
AB93E3EC221EBFA9,Asesor de ventas / Cajero Bancario BCP / Abancay,MANPOWER PERU S.A.C.,"Abancay, Apurimac, Perú",2026-07-02,Hace 6 horas,FULL_TIME,,"En Manpower, junto a nuestro socio estratégico, estamos en la búsqueda de Promotor de Servicios que quiera marcar la diferencia. Si eres una persona comprometida, orientada al cliente y con ganas de crecer profesionalmente, ¡queremos conocerte! Atrévete a asumir nuevos desafíos y sé parte de un equipo que genera impacto. ¿Cuál es el reto? Brinda atención cordial y eficiente, identifica necesidades y promueve los productos y servicios del banco, generando confianza y fidelización. ¿Cómo impactarás en grande? Atender de forma cordial y eficiente, identificando necesidades del cliente y promoviendo productos y servicios del banco. Declararse en el terminal y generar el vale para el recojo de efectivo, gestionando la firma del Supervisor de Agencia. Retirar, contar y verificar el efectivo asignado desde bóveda, asegurando la exactitud antes de iniciar operaciones Preparar y mantener los materiales y herramientas de trabajo (sellos, formularios, terminal activa), garantizando una atención continua y de calidad al público. ¿Qué necesitamos de ti? Estudiantes técnicos y/o universitarios (truncos o concluidos), en carreras afines como Economía, Ingeniería Industrial, Ingeniería de Sistemas, Administración, Comunicaciones y Contabilidad. Experiencia mínima de 6 meses en atención al cliente y/o ventas Manejo de Office a nivel usuario. ¿Por qué unirte a nuestro equipo? Ingreso a planilla completa desde el primer día. Accede a incentivos por tu esfuerzo/desempeño. Acceso a descuentos en productos financieros. Beneficios corporativos exclusivos por provincia para disfrutar con tu familia. Formarás parte de una cultura constante de reconocimientos. · Sí, a ti. Te estamos buscando ¡Únete al equipo BCP! Somos una organización comprometida con la igualdad de derechos y oportunidades. Nuestros procesos de selección se rigen bajo una política donde nuestras/os postulantes son consideradas/os sin importar su origen, género, raza o cualquier otra característica, condición o preferencia, promoviendo así una cultura de respeto mutuo.-Requerimientos- Educación mínima: Técnico años de experiencia Palabras clave: advisor, asesor, cambaceo, sales, cashier, cajero, banker, bancario, banking, banquero",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-cajero-bancario-bcp-abancay-en-abancay-05EC8F005175300B61373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Organización,No especificado,Abancay,Apurimac,4
1ACE258263C412C2,Ejecutivo de Servicios / Cajero(a) / Huamachuco - Huamachuco Caja Los Andes,Caja Rural de Ahorro y Credito Los Andes S.A.,"Huamachuco, La Libertad, Perú",2026-07-18,Hace 6 horas,FULL_TIME,PEN 1130 MONTH,"¡Únete a Caja Los Andes! Somos Caja Los Andes, una entidad financiera líder en inclusión social que impulsa el desarrollo de las familias y emprendedores de las zonas rurales del país. Te invitamos a formar parte de nuestra gran familia en la posición de: Ejecutivo(a) de Servicios | Caja y Atención al Cliente Huamachuco ¿Qué buscamos? Egresado(a), Bachiller o Titulado(a) de carreras técnicas o universitarias en Administración, Contabilidad, Economía o carreras afines. Experiencia mínima de 06 meses en funciones de caja, atención al cliente, operaciones o venta de servicios, de preferencia en entidades financieras. Conocimientos generales de contabilidad y manejo de operaciones de caja. Conocimiento en cuadre de caja, detección de billetes falsos y manejo de efectivo. Experiencia en atención y orientación al cliente. Manejo de Microsoft Office a nivel básico o intermedio. Orientación al servicio, responsabilidad, organización y habilidades de comunicación. ¿Cuáles serán tus principales responsabilidades? Brindar una atención cordial, ágil y transparente, asegurando una excelente experiencia de servicio al cliente. Ejecutar y registrar correctamente las operaciones financieras en el sistema, de acuerdo con la normativa vigente. Administrar el efectivo bajo su responsabilidad, realizando el cuadre de caja y verificando la autenticidad de billetes y documentos valorados. Cumplir los lineamientos de seguridad relacionados con el manejo de efectivo, caja fuerte y operaciones de la oficina. Promover y comercializar los productos y servicios financieros de Caja Los Andes, contribuyendo al cumplimiento de las metas comerciales. Orientar a los clientes sobre nuestros productos, servicios y canales de atención. Velar por el cumplimiento de las políticas, procedimientos y estándares de servicio establecidos por la institución. Realizar otras funciones afines que le sean asignadas por su jefe inmediato. ¿Qué te ofrecemos? Ingreso a planilla desde el primer día con todos los beneficios de ley. Salario competitivo. Capacitaciones constantes y oportunidades de desarrollo profesional. Línea de carrera dentro de una sólida institución financiera. Seguro de Vida Ley. Excelente clima laboral. La oportunidad de formar parte de una entidad financiera que impulsa el desarrollo económico de miles de familias peruanas. ¡Atrévete a crecer con nosotros y forma parte de Caja Los Andes! · En Caja Los Andes promovemos la igualdad de oportunidades y valoramos la diversidad. No toleramos ningún acto de discriminación en nuestros procesos de selección. Esta convocatoria está dirigida también a personas con discapacidad. De conformidad con la Ley N.° 29733 - Ley de Protección de Datos Personales, el postulante autoriza el tratamiento de los datos consignados en su CV exclusivamente para fines del proceso de selección. La información será administrada por el área de Talento Humano y conservada por un plazo máximo de seis (6) meses posteriores a la culminación del proceso.-Requerimientos- Educación mínima: Técnico años de experiencia Conocimientos: Ventas Palabras clave: directivo, mando, gobierno, regencia, executive, managing, ejecutivo, bank, caja, ahorro, savings, bancaria, afores, banco",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-servicios-cajeroa-huamachuco-huamachuco-caja-los-andes-en-huamachuco-73E24143F12D5AD761373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Organización,Mandos medios,Huamachuco,La Libertad,4
1ACE258263C412C2,Ejecutivo de Servicios / Cajero(a) / Abancay - Abancay Caja Los Andes,Caja Rural de Ahorro y Credito Los Andes S.A.,"Abancay, Apurimac, Perú",2026-07-18,Hace 6 horas,FULL_TIME,PEN 1130 MONTH,"¡Únete a Caja Los Andes! Somos Caja Los Andes, una entidad financiera líder en inclusión social que impulsa el desarrollo de las familias y emprendedores de las zonas rurales del país. Te invitamos a formar parte de nuestra gran familia en la posición de: Ejecutivo(a) de Servicios | Caja y Atención al Cliente Abancay ¿Qué buscamos? Egresado(a), Bachiller o Titulado(a) de carreras técnicas o universitarias en Administración, Contabilidad, Economía o carreras afines. Experiencia mínima de 06 meses en funciones de caja, atención al cliente, operaciones o venta de servicios, de preferencia en entidades financieras. Conocimientos generales de contabilidad y manejo de operaciones de caja. Conocimiento en cuadre de caja, detección de billetes falsos y manejo de efectivo. Experiencia en atención y orientación al cliente. Manejo de Microsoft Office a nivel básico o intermedio. Orientación al servicio, responsabilidad, organización y habilidades de comunicación. ¿Cuáles serán tus principales responsabilidades? Brindar una atención cordial, ágil y transparente, asegurando una excelente experiencia de servicio al cliente. Ejecutar y registrar correctamente las operaciones financieras en el sistema, de acuerdo con la normativa vigente. Administrar el efectivo bajo su responsabilidad, realizando el cuadre de caja y verificando la autenticidad de billetes y documentos valorados. Cumplir los lineamientos de seguridad relacionados con el manejo de efectivo, caja fuerte y operaciones de la oficina. Promover y comercializar los productos y servicios financieros de Caja Los Andes, contribuyendo al cumplimiento de las metas comerciales. Orientar a los clientes sobre nuestros productos, servicios y canales de atención. Velar por el cumplimiento de las políticas, procedimientos y estándares de servicio establecidos por la institución. Realizar otras funciones afines que le sean asignadas por su jefe inmediato. ¿Qué te ofrecemos? Ingreso a planilla desde el primer día con todos los beneficios de ley. Salario competitivo. Capacitaciones constantes y oportunidades de desarrollo profesional. Línea de carrera dentro de una sólida institución financiera. Seguro de Vida Ley. Excelente clima laboral. La oportunidad de formar parte de una entidad financiera que impulsa el desarrollo económico de miles de familias peruanas. ¡Atrévete a crecer con nosotros y forma parte de Caja Los Andes! · En Caja Los Andes promovemos la igualdad de oportunidades y valoramos la diversidad. No toleramos ningún acto de discriminación en nuestros procesos de selección. Esta convocatoria está dirigida también a personas con discapacidad. De conformidad con la Ley N.° 29733 - Ley de Protección de Datos Personales, el postulante autoriza el tratamiento de los datos consignados en su CV exclusivamente para fines del proceso de selección. La información será administrada por el área de Talento Humano y conservada por un plazo máximo de seis (6) meses posteriores a la culminación del proceso.-Requerimientos- Educación mínima: Técnico años de experiencia Palabras clave: directivo, mando, gobierno, regencia, executive, managing, ejecutivo, bank, caja, ahorro, savings, bancaria, afores, banco",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-servicios-cajeroa-abancay-abancay-caja-los-andes-en-abancay-9D86E0719CB2776661373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Finanzas | Atención al cliente | Organización,Mandos medios,Abancay,Apurimac,3
CFC3321ABF2C290B,Promart REX (SMP) / Cajeros / Part Time Turno Tarde,Grupo Intercorp,"San Martin De Porres, Lima, Perú",2026-07-02,Hace 6 horas,FULL_TIME,,"Desde hace más de 10 años, venimos acompañando a miles de familias a tener su hogar soñado, gracias al talento disruptivo, innovador, apasionado y empoderado que forma parte del gran equipo Promart, empresa peruana del grupo Intercorp. Es así que, apostando siempre por la inclusión, diversidad e igualdad de oportunidades, buscamos seguir sumando al mejor talento. Misión del puesto Asegurar un elevado estándar de servicio al cliente, mediante una atención oportuna. ¿Cuáles serán tus retos? Cumplir con el protocolo de atención al cliente. Contabilizar el fondo asignado para sus labores y reportar alguna irregularidad. Registrar las transacciones en caja en base a la demanda: ventas, abonos y disposición de efectivo. Incentivar el pago de transacciones de venta con la tarjeta de crédito corporativa. Realizar toda función o encargo que le asigne su Jefe inmediato y que conlleve a incrementar la eficiencia de la empresa. ¿Cuál es el perfil que buscamos? Estudiantes o Egresados(as) de carrera técnicas de Contabilidad, Administración bancaria y/o Computación. Conocimientos en detección de billetes y monedas falsas (Deseable). Personalidad proactiva y vocación de servicio. Disponibilidad de trabajar 5 días a la semana en horarios rotativos programados dentro de (turno medio tiempo de 2:00pm a 10:30pm). ¿Qué beneficios ofrecemos? Formar parte de una de las mejores empresas para trabajar según el ranking del Great Place To Work 2023. Pertenecer al Club Intercorp y adquirir beneficios exclusivos para los colaboradores del grupo (hospedaje, educación, tiendas por departamento, etc.). Programa de bienestar Promart integral para ti y tu familia. Oportunidades de Crecimiento en Promart y Grupo Intercorp. Utilidades de acuerdo a los resultados de la compañía. Tarjeta de alimentos. Beneficios de ley: Seguro de Salud, Asignación Familiar, Gratificación, Vacaciones. En Promart, estamos firmemente comprometidos con la igualdad de oportunidades para todas las personas, sin distinción. Todos nuestros procesos de selección se basan en una política de diversidad e inclusión, en la cual consideramos a los postulantes sin importar su origen, raza, género, edad, nacionalidad, religión y/o condición económica, social, física, mental o cualquier otra índole, promoviendo así una cultura de respeto mutuo.-Requerimientos- Educación mínima: Educación Secundaria años de experiencia Edad: A partir de 18 años",https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-promart-rex-smp-cajeros-part-time-turno-tarde-en-san-martin-de-porres-F8773D783096FF0461373E686DCF3405,True,Computrabajo Perú,Cajero,2026-07-19T06:23:18.206030+00:00,Ventas | Finanzas | Atención al cliente | Proactividad,Liderazgo / Senior,San Martin De Porres,Lima,4
